,Vacancy,Link,Company,City,Salary_min,Salary_max,Currency
1702,Руководитель направления систем управления автомобилем,https://hh.ru/vacancy/36811584?query=python, Сбербанк для экспертов ,Москва,,,
1703,Специалист по развитию инфраструктурных решений,https://hh.ru/vacancy/36818919?query=python, Group-IB ,Москва,,,
1704,Data Science Specialist (NLP),https://hh.ru/vacancy/35849387?query=python, Сбербанк для экспертов ,Москва,,,
1705,Инженер сопровождения интеграционной платформы,https://hh.ru/vacancy/35592646?query=python,ПАО «МТС»  ,Москва,,,
1706,Менеджер по региональному планированию,https://hh.ru/vacancy/36449361?query=python, OZON.ru Логистика ,Москва,,,
1707,Специалист по тестированию (функциональное),https://hh.ru/vacancy/36510890?query=python,ООО Ростелеком Информационные Технологии ,"Москва, Павелецкая",,,
1708,Руководитель проекта направления информационных исследований,https://hh.ru/vacancy/36816225?query=python,Фонд Фонд перспективных исследований ,"Москва, Киевская",300000,,руб.
1709,Системный аналитик,https://hh.ru/vacancy/36816722?query=python, Сбербанк для экспертов ,Москва,,,
1710,Consultant \ IT & Software Development Recruitment,https://hh.ru/vacancy/36808413?query=python,ООО Mountain Ridge ,Москва,,,
1711,DevOps specialist,https://hh.ru/vacancy/36814671?query=python, Омникомм Технологии ,Москва,,,
1712,Инженер технической поддержки,https://hh.ru/vacancy/36821327?query=python,ООО Кадровое решение ,"Москва, Курская и еще 3 ",100000,120000,руб.
1713,Senior Java Developer,https://hh.ru/vacancy/36811919?query=python, Luxoft ,Москва,,,
1714,Руководитель направления обеспечения качества данных,https://hh.ru/vacancy/36808138?query=python," «Почта России», Офис ",Москва,,,
1715,Data инженер,https://hh.ru/vacancy/36790064?query=python, MOS.RU ,"Москва, Марксистская и еще 2 ",,,
1716,DevOps,https://hh.ru/vacancy/36566389?query=python, BingoBoom ,Москва,,220000,руб.
1717,Главный специалист (по кредитным рискам),https://hh.ru/vacancy/36810994?query=python, Группа НЛМК ,Москва,,,
1718,Менеджер проектов (анализ и автоматизация отчетности),https://hh.ru/vacancy/36799687?query=python,ПАО «МТС»  ,"Москва, Марксистская и еще 1 ",,,
1719,Ведущий системный администратор,https://hh.ru/vacancy/32652338?query=python,АО ВРБ ,Москва,130000,,руб.
1720,Инженер эксплуатации / DevOps,https://hh.ru/vacancy/36799666?query=python,ООО Элоконт ,"Москва, Ростокино и еще 1 ",,,
1721,Системный/бизнес аналитик,https://hh.ru/vacancy/36425320?query=python, AWG ,Москва,180000,220000,руб.
1722,Инженер DevOps,https://hh.ru/vacancy/36785791?query=python, IBS ,Москва,,,
1723,DevOps Specialist,https://hh.ru/vacancy/36819030?query=python, Сбербанк для экспертов ,Москва,,,
1724,Data Scientist в Корпоративно-Инвестиционный Блок Банка,https://hh.ru/vacancy/36550195?query=python, Сбербанк для экспертов ,"Москва, Кутузовская и еще 1 ",,,
1725,Аналитик DWH,https://hh.ru/vacancy/36816625?query=python, Райффайзенбанк ,"Москва, Технопарк",,,
1726,Разработчик Go (FullBase),https://hh.ru/vacancy/36795260?query=python, Авито ,"Москва, Белорусская",,,
1727,DevОps специалист,https://hh.ru/vacancy/36526470?query=python, Group-IB ,Москва,,,
1728,Software Development Engineer (Google Apigee),https://hh.ru/vacancy/36806232?query=python, Аквелон ,Москва,,,
1729,Build and Automation Engineer (Таллин),https://hh.ru/vacancy/36593425?query=python, IT_Selection ,Москва,2500,3500,EUR
1730,QA engineer (MTS Geo),https://hh.ru/vacancy/36796002?query=python,"ПАО «МТС»,IT ","Москва, Технопарк",,,
1731,"Data analyst (Аналитик данных, Бизнес - аналитик)",https://hh.ru/vacancy/36766854?query=python, Сбербанк для экспертов ,Москва,,,
1732,Разработчик технической документации,https://hh.ru/vacancy/36814018?query=python, Яндекс ,Москва,,,
1733,Программист-преподаватель,https://hh.ru/vacancy/36799795?query=python, Школа цифрового творчества Кодабра ,Москва,28000,45000,руб.
1734,Full stack web-разработчик,https://hh.ru/vacancy/36769839?query=python,ЗАО НПК РоТеК ,"Москва, Боровицкая и еще 2 ",,,
1735,Ведущий разработчик-исследователь (AI),https://hh.ru/vacancy/35572492?query=python, Сбербанк для экспертов ,Москва,,,
1736,Руководитель локальной группы Data Science в г. Москва,https://hh.ru/vacancy/36672688?query=python,ТОО Business and Technology Services ,Москва,,,
1737,Аналитик SQL,https://hh.ru/vacancy/35533490?query=python, ID Finance ,Москва,,,
1738,Инженер по Автоматизированному тестированию (Экосистема),https://hh.ru/vacancy/36548672?query=python,ООО Ростелеком Информационные Технологии ,"Москва, Павелецкая",,,
1739,Руководитель направления распознавания объектов,https://hh.ru/vacancy/36811575?query=python, Сбербанк для экспертов ,Москва,,,
1740,Менеджер по анализу целевых коммуникаций,https://hh.ru/vacancy/36524503?query=python, Kelly ,Москва,,,
1741,Full stack web-разработчик,https://hh.ru/vacancy/36810825?query=python, ЛогЛаб ,"Москва, Бибирево и еще 1 ",,,
1742,С++ разработчик,https://hh.ru/vacancy/34686679?query=python,ООО ВижнЛабс (VisionLabs) ,Москва,120000,150000,руб.
1743,QA-инженер,https://hh.ru/vacancy/36787404?query=python," АТОЛ, группа компаний ","Москва, Савеловская",,,
1744,Team lead / Ведущий разработчик,https://hh.ru/vacancy/36818270?query=python,АО АСТ ,Москва,150000,300000,руб.
1745,Руководитель направления локализации,https://hh.ru/vacancy/36814634?query=python, Сбербанк для экспертов ,Москва,,,
1746,Ведущий разработчик C# (ML),https://hh.ru/vacancy/35680463?query=python,"ПАО «МТС»,IT ",Москва,,,
1747,Технический Директор SaaS продукта,https://hh.ru/vacancy/36822376?query=python, Bell Integrator ,"Москва, Кожуховская",,,
1748,Middle Data scientist (задачи HR-подразделения),https://hh.ru/vacancy/36738272?query=python, Сбербанк для экспертов ,Москва,,,
1749,Программист PostgreSQL (PL/PGSQL),https://hh.ru/vacancy/32557339?query=python,ООО АБР Тех ,"Москва, Бауманская",,190000,руб.
1750,Web Analyst/Senior Web Analyst,https://hh.ru/vacancy/30106926?query=python, Информационное агентство России ТАСС ,Москва,,,
1751,Менеджер проектов ИТ,https://hh.ru/vacancy/36694562?query=python,ООО ФК ПУЛЬС ,Москва,,,
1752,Дежурный администратор,https://hh.ru/vacancy/36819012?query=python, Сбербанк для экспертов ,Москва,,,
1753,Администратор инфраструктуры JSOC,https://hh.ru/vacancy/36424163?query=python, Ростелеком-Солар ,"Москва, Охотный ряд",,,
